date,avgBikeDuration,avgBikeDistance,totalBikeTrips
2022-02-28,0 days 00:14:17.950905604,1.6147548646076695,46930
2022-03-01,0 days 00:13:11.967526814,1.7057748881130954,57432
2022-03-02,0 days 00:13:59.776579644,1.800889045559334,68718
2022-03-03,0 days 00:13:15.230425213,1.7004991326600944,56795
2022-03-04,0 days 00:12:48.533108756,1.6119580088996979,51059
2022-03-05,0 days 00:17:18.826511054,1.7468137573625027,52695
2022-03-06,0 days 00:18:37.602255665,1.8773365597055764,55948
2022-03-07,0 days 00:15:18.996435142,1.8304121374890947,69568
2022-03-08,0 days 00:13:56.022468562,1.7327882513367756,63778
2022-03-09,0 days 00:12:37.495142599,1.5882608235007378,28822
2022-03-10,0 days 00:13:57.767401426,1.7481913320809948,67868
2022-03-11,0 days 00:16:17.022980413,1.7756523449660233,71017
2022-03-12,0 days 00:16:42.245082612,1.463519600759969,20336
2022-03-13,0 days 00:16:07.447399025,1.5728266028298359,31815
2022-03-14,0 days 00:15:43.868387395,1.7817083255743444,64895
2022-03-15,0 days 00:16:31.766312538,1.8860126996285531,80950
2022-03-16,0 days 00:16:32.669146896,1.8832266288075632,83460
2022-03-17,0 days 00:13:51.385566647,1.7333448699761747,51187
2022-03-18,0 days 00:20:02.704609378,1.9176689528568636,95284
2022-03-19,0 days 00:20:55.718265671,1.9367789596814644,79685
2022-03-20,0 days 00:19:10.683202862,1.8567288520180316,67065
2022-03-21,0 days 00:16:27.614517914,1.8455365216568647,74997
2022-03-22,0 days 00:15:18.735456794,1.849712544618739,77201
2022-03-23,0 days 00:13:53.122629562,1.7179796205750242,62383
2022-03-24,0 days 00:12:22.650663942,1.6598939231340542,46992
2022-03-25,0 days 00:16:01.370306369,1.8025283924565199,76966
2022-03-26,0 days 00:17:19.676602624,1.7915528704280121,63708
2022-03-27,0 days 00:16:58.580700893,1.7041590589545412,46883
2022-03-28,0 days 00:12:51.941689846,1.546813782895029,39187
2022-03-29,0 days 00:12:17.293322606,1.6135410600519147,49720
2022-03-30,0 days 00:12:57.970612140,1.713184918275896,62747
2022-03-31,0 days 00:14:25.493544956,1.8065172524871875,74283
2022-04-01,0 days 00:14:42.796865212,1.733678826156398,70244
2022-04-02,0 days 00:19:35.206969236,1.8826604020306477,74958
2022-04-03,0 days 00:15:24.591978778,1.6880243968853568,38074
2022-04-04,0 days 00:14:16.762703230,1.8010574304157707,70671
2022-04-05,0 days 00:13:56.679027805,1.8098964643126496,74265
2022-04-06,0 days 00:13:53.019448295,1.701024169021322,49773
2022-04-07,0 days 00:12:16.665334582,1.679128593108868,36284
2022-04-08,0 days 00:17:53.511380059,1.8438160711550113,90641
2022-04-09,0 days 00:18:17.597279502,1.8343451167106657,69105
2022-04-10,0 days 00:17:00.405666012,1.7652180494635332,58595
2022-04-11,0 days 00:15:23.383321916,1.8161474001040385,77371
2022-04-12,0 days 00:18:40.319914346,2.0811169057764674,95735
2022-04-13,0 days 00:17:39.486056962,1.9650318975131575,100803
2022-04-14,0 days 00:17:31.697648870,1.9061315806427874,92849
2022-04-15,0 days 00:19:42.043065621,1.9150577966535276,102100
2022-04-16,0 days 00:20:52.646829361,1.959510262950235,84084
2022-04-17,0 days 00:18:47.438040916,1.8182125104210092,55577
2022-04-18,0 days 00:14:10.620459509,1.713529070424195,57235
2022-04-19,0 days 00:14:08.900843253,1.7144355827850215,60480
2022-04-20,0 days 00:16:16.186167784,1.8335663425743112,87636
2022-04-21,0 days 00:15:09.520438871,1.819052289974038,79750
2022-04-22,0 days 00:18:10.792080395,1.9287929167637428,100005
2022-04-23,0 days 00:20:53.367252620,1.962200653424664,96936
2022-04-24,0 days 00:20:24.828686098,1.9570331217752592,85463
2022-04-25,0 days 00:14:54.703325218,1.8223008599270563,74762
2022-04-26,0 days 00:14:00.354480035,1.8321946096561992,76986
2022-04-27,0 days 00:14:34.869639611,1.8118536746041465,84742
2022-04-28,0 days 00:14:12.576949731,1.7840496952145632,80806
2022-04-29,0 days 00:16:28.492283950,1.8323903488364677,89424
2022-04-30,0 days 00:20:22.199608666,2.0006888801342813,104259
2022-05-01,0 days 00:23:03.825423241,2.0002704135400817,97344
2022-05-02,0 days 00:14:07.125611339,1.7305056364579112,56229
2022-05-03,0 days 00:15:44.629688336,1.8697348671326832,95263
2022-05-04,0 days 00:14:48.045486174,1.8315798622185475,81915
2022-05-05,0 days 00:16:19.329400144,1.9271679457449853,113394
2022-05-06,0 days 00:13:10.682306481,1.6075130506940092,36211
2022-05-07,0 days 00:13:37.030322974,1.5027193118179678,21271
2022-05-08,0 days 00:16:13.801599876,1.7767624163619524,65005
2022-05-09,0 days 00:15:34.716200586,1.8633119349482634,96836
2022-05-10,0 days 00:15:19.241915856,1.8936378546834118,107649
2022-05-11,0 days 00:16:06.420186087,1.9055007528538996,110056
2022-05-12,0 days 00:16:11.116473848,1.9171476515119137,113665
2022-05-13,0 days 00:16:19.832222673,1.8245934396454622,98440
2022-05-14,0 days 00:19:23.853023153,1.8939458127553108,81802
2022-05-15,0 days 00:22:08.586946566,2.0001272013876674,111373
2022-05-16,0 days 00:16:22.791722968,1.8018940527048837,81406
2022-05-17,0 days 00:17:29.949574666,1.9172006028009099,120376
2022-05-18,0 days 00:17:20.700016611,1.926915386561001,120400
2022-05-19,0 days 00:16:32.642065063,1.8612390699864552,92433
2022-05-20,0 days 00:17:43.467227275,1.8252182387557023,87405
2022-05-21,0 days 00:23:01.128853721,1.96346396796733,118165
2022-05-22,0 days 00:23:01.631152178,1.9063552820150342,106060
2022-05-23,0 days 00:18:33.564997110,1.8934783870845744,103820
2022-05-24,0 days 00:17:05.736038764,1.898437363580059,107315
2022-05-25,0 days 00:17:10.683565850,1.9270674015914142,116909
2022-05-26,0 days 00:17:10.426715391,1.9265659211854007,113837
2022-05-27,0 days 00:17:36.855530350,1.8640517965272727,91251
2022-05-28,0 days 00:21:29.614042944,1.9240470652861028,84854
2022-05-29,0 days 00:24:19.968382799,2.0511280247518853,103741
2022-05-30,0 days 00:22:43.025247534,1.9906314825293945,103218
2022-05-31,0 days 00:17:38.260594228,1.8629599390991542,102957
2022-06-01,0 days 00:15:57.254040292,1.8380572727092357,90340
2022-06-02,0 days 00:18:11.130785046,1.8762286594362074,101166
2022-06-03,0 days 00:18:16.238960200,1.8870702748428536,123870
2022-06-04,0 days 00:22:03.249542338,1.9933576488240115,130555
2022-06-05,0 days 00:21:56.947390579,2.0073511972983398,118762
2022-06-06,0 days 00:17:55.501871565,1.8973449440128696,113007
2022-06-07,0 days 00:17:02.808009754,1.861014256768258,106620
2022-06-08,0 days 00:17:29.322724840,1.9318382665902154,127068
2022-06-09,0 days 00:17:15.182774161,1.8945349401540117,117823
2022-06-10,0 days 00:18:48.971251404,1.925777983678759,125467
2022-06-11,0 days 00:22:33.434119723,1.988669071251177,118389
2022-06-12,0 days 00:19:56.610794534,1.9037060625461386,92658
2022-06-13,0 days 00:17:40.649382090,1.888065785612762,114418
2022-06-14,0 days 00:16:58.101431425,1.9154461079336031,126657
2022-06-15,0 days 00:17:15.295187059,1.9123480316945876,131188
2022-06-16,0 days 00:16:55.552441488,1.852951378103853,104936
2022-06-17,0 days 00:19:25.724766237,1.8571326470844778,122881
2022-06-18,0 days 00:20:10.008497416,1.9439086926640592,111681
2022-06-19,0 days 00:22:18.452294641,1.999593587538817,108688
2022-06-20,0 days 00:19:33.246389429,1.9297840393655175,117156
2022-06-21,0 days 00:16:36.419738336,1.853131780916856,102116
2022-06-22,0 days 00:15:12.070011728,1.8337459627139627,97198
2022-06-23,0 days 00:16:11.602696837,1.8837762697841136,120734
2022-06-24,0 days 00:18:09.719017587,1.899420727861824,127645
2022-06-25,0 days 00:21:27.637986612,1.980452830215953,121606
2022-06-26,0 days 00:23:41.573432343,1.924462256398324,109080
2022-06-27,0 days 00:16:58.892939052,1.7982292661084898,81972
2022-06-28,0 days 00:17:31.303002124,1.9246039206746555,124745
2022-06-29,0 days 00:16:49.219513952,1.9074819016334916,124885
2022-06-30,0 days 00:16:41.920926303,1.8847853703946948,119572
2022-07-01,0 days 00:17:36.597885684,1.8420474812410537,106512
2022-07-02,0 days 00:22:39.604200216,1.8850888489033673,91281
2022-07-03,0 days 00:23:50.855762227,1.9657712516214072,91987
2022-07-04,0 days 00:25:58.617839942,1.9402932520475238,97590
2022-07-05,0 days 00:16:59.611501115,1.8213965374384107,91452
2022-07-06,0 days 00:17:15.802431114,1.8814008991156974,116243
2022-07-07,0 days 00:17:46.279027201,1.8899709112454257,118010
2022-07-08,0 days 00:16:41.696719369,1.8300614463313487,101322
2022-07-09,0 days 00:20:29.422052570,1.9707603573848882,126534
2022-07-10,0 days 00:21:19.283285904,1.9773528672593197,118774
2022-07-11,0 days 00:18:34.269260944,1.886255269800201,114714
2022-07-12,0 days 00:16:21.598113879,1.8439507481294684,115157
2022-07-13,0 days 00:17:07.733546783,1.871287115946678,124307
2022-07-14,0 days 00:16:23.998829332,1.8684921430725123,123861
2022-07-15,0 days 00:17:30.233380020,1.8682473186757496,122804
2022-07-16,0 days 00:20:46.325334821,1.9592585817684207,114688
2022-07-17,0 days 00:20:16.985188820,1.9617652990636671,114103
2022-07-18,0 days 00:15:08.040639248,1.7727153550842245,85976
2022-07-19,0 days 00:17:13.915271415,1.8653302186976906,123335
2022-07-20,0 days 00:16:07.723659066,1.8415956971493757,121408
2022-07-21,0 days 00:15:42.111424805,1.8230175192006446,112282
2022-07-22,0 days 00:16:06.852336545,1.8052152747606949,115384
2022-07-23,0 days 00:19:52.157521022,1.904506214655563,110836
2022-07-24,0 days 00:18:22.622978922,1.8696992679867768,102668
2022-07-25,0 days 00:15:34.544149910,1.7946863506969466,99366
2022-07-26,0 days 00:15:39.805582847,1.8859332912112339,126208
2022-07-27,0 days 00:17:05.819426548,1.8877043284736157,128834
2022-07-28,0 days 00:15:46.614797246,1.8406286040203617,121009
2022-07-29,0 days 00:17:22.922577807,1.8242707009458976,118209
2022-07-30,0 days 00:19:53.704791747,1.9667018880923632,126697
2022-07-31,0 days 00:19:37.408748349,1.9370406047186914,115839
2022-08-01,0 days 00:17:05.133800727,1.8223128107015005,101128
2022-08-02,0 days 00:17:00.865965475,1.8621834906562547,124550
2022-08-03,0 days 00:16:33.074948697,1.8746211283489922,128648
2022-08-04,0 days 00:16:25.991302559,1.8339996716938634,121530
2022-08-05,0 days 00:18:23.186380080,1.8188094278781828,117754
2022-08-06,0 days 00:22:27.341585685,1.9800021705175581,126469
2022-08-07,0 days 00:19:01.806360214,1.862637482937938,97764
2022-08-08,0 days 00:18:08.399184008,1.7840225158568566,107354
2022-08-09,0 days 00:16:21.124945538,1.7810040183532219,112465
2022-08-10,0 days 00:16:45.642132478,1.843491424800987,127251
2022-08-11,0 days 00:16:32.808054411,1.8423408749225927,117476
2022-08-12,0 days 00:18:51.117037435,1.8575923568101818,126404
2022-08-13,0 days 00:24:28.575034588,2.089247054051936,135884
2022-08-14,0 days 00:22:38.020253979,1.9551671982231107,114891
2022-08-15,0 days 00:18:10.319579927,1.8689710044817782,115123
2022-08-16,0 days 00:17:20.374934564,1.9125340993020494,126078
2022-08-17,0 days 00:15:51.469221272,1.8936604341521062,123933
2022-08-18,0 days 00:16:36.099620116,1.8952788599578516,125828
2022-08-19,0 days 00:17:24.810059993,1.8833730937772049,124513
2022-08-20,0 days 00:22:37.857836401,2.087735029770383,132446
2022-08-21,0 days 00:20:34.028103332,1.949389757366115,113652
2022-08-22,0 days 00:15:06.010707387,1.7778164899543314,88537
2022-08-23,0 days 00:16:25.263576560,1.8657616795313305,122067
2022-08-24,0 days 00:17:00.648980720,1.878256179142509,126560
2022-08-25,0 days 00:16:59.753537164,1.8719440293577205,123828
2022-08-26,0 days 00:16:56.810405966,1.8458894975767983,111955
2022-08-27,0 days 00:21:11.892141908,1.9663145972095397,121289
2022-08-28,0 days 00:19:55.138046379,1.9362870271515344,110912
2022-08-29,0 days 00:16:22.954736577,1.8476460952858487,111304
2022-08-30,0 days 00:15:29.483727937,1.8327548253383619,116826
2022-08-31,0 days 00:15:45.676719993,1.867242579236059,126890
2022-09-01,0 days 00:17:10.774338440,1.864858512188372,125121
2022-09-02,0 days 00:18:35.757445173,1.8781557709960046,119742
2022-09-03,0 days 00:21:51.899401024,1.972287861655037,110856
2022-09-04,0 days 00:22:06.214266163,1.952694045255352,102298
2022-09-05,0 days 00:20:55.653082982,1.8560894234945857,96611
2022-09-06,0 days 00:13:52.392785714,1.6531176715870153,42000
2022-09-07,0 days 00:15:26.387311957,1.8303835776107853,116330
2022-09-08,0 days 00:16:33.066908507,1.8785785187816544,138383
2022-09-09,0 days 00:17:12.974472298,1.8622121242335068,137341
2022-09-10,0 days 00:21:01.644305197,1.9701168059934993,138363
2022-09-11,0 days 00:17:40.643944835,1.8469228872670997,69610
2022-09-12,0 days 00:15:35.201384784,1.8422974841493942,118430
2022-09-13,0 days 00:15:47.688812718,1.8625288383619905,125741
2022-09-14,0 days 00:16:14.778948658,1.877841473881588,138737
2022-09-15,0 days 00:16:49.666367640,1.87756264857866,135997
2022-09-16,0 days 00:17:25.463382905,1.8696057172831233,135292
2022-09-17,0 days 00:21:01.469792451,1.973880143809982,134089
2022-09-18,0 days 00:21:41.039355948,1.934511991460926,119804
2022-09-19,0 days 00:16:22.504331133,1.8029455372740006,105746
2022-09-20,0 days 00:16:17.353516078,1.8784869272109423,133629
2022-09-21,0 days 00:16:25.115106288,1.8919794287872826,137221
2022-09-22,0 days 00:15:45.479550929,1.8041384887058518,105017
2022-09-23,0 days 00:15:59.630725911,1.789427956628861,116488
2022-09-24,0 days 00:19:55.336075296,1.946691256202715,116340
2022-09-25,0 days 00:19:45.832160229,1.8472489192939736,89222
2022-09-26,0 days 00:16:25.804528343,1.829657949423678,108384
2022-09-27,0 days 00:15:36.035092703,1.857305805100969,119683
2022-09-28,0 days 00:15:22.116368467,1.8628637048107572,127208
2022-09-29,0 days 00:15:02.918164328,1.8526563984105906,124750
2022-09-30,0 days 00:15:46.532058303,1.7987626966555579,118690
2022-10-01,0 days 00:16:11.527168794,1.7485016648540472,61578
2022-10-02,0 days 00:15:04.039106250,1.687496734091209,53214
2022-10-03,0 days 00:13:45.364216687,1.62593334154305,50912
2022-10-04,0 days 00:12:54.761113179,1.6308491097255184,53720
2022-10-05,0 days 00:13:16.181300733,1.7097603128246128,71329
2022-10-06,0 days 00:16:06.790389005,1.8760478319106548,127479
2022-10-07,0 days 00:17:37.817161123,1.8459252015642347,127008
2022-10-08,0 days 00:20:27.181172428,1.8972726405333267,103614
2022-10-09,0 days 00:19:43.584740145,1.9273473723684933,96554
2022-10-10,0 days 00:16:39.369705968,1.842426717276316,99003
2022-10-11,0 days 00:15:27.828127171,1.8766749951599893,115120
2022-10-12,0 days 00:15:22.075841450,1.8478423652146008,121754
2022-10-13,0 days 00:13:55.265578105,1.7472316988914387,75635
2022-10-14,0 days 00:16:16.666038230,1.842191591584426,118283
2022-10-15,0 days 00:20:25.120702291,1.950006266175591,121431
2022-10-16,0 days 00:18:59.957434749,1.9189431133952004,104099
2022-10-17,0 days 00:15:31.585380546,1.7846074586233378,91303
2022-10-18,0 days 00:14:09.647839414,1.7954007865878892,104069
2022-10-19,0 days 00:14:14.464845804,1.784487330158457,102662
2022-10-20,0 days 00:14:15.230020653,1.811847496572683,107486
2022-10-21,0 days 00:15:37.625922740,1.808788670015637,111624
2022-10-22,0 days 00:19:38.785455497,1.9512174089006633,114545
2022-10-23,0 days 00:16:36.201452487,1.778168044912283,68572
2022-10-24,0 days 00:16:22.907573099,1.710205539205836,68400
2022-10-25,0 days 00:14:10.181114856,1.831409532176392,101466
2022-10-26,0 days 00:14:39.802190693,1.8407121593054117,115945
2022-10-27,0 days 00:14:50.236058995,1.82856565597277,119127
2022-10-28,0 days 00:14:33.946556317,1.7540085359760411,109592
2022-10-29,0 days 00:18:17.304020332,1.8650959119911446,108200
2022-10-30,0 days 00:18:22.086437183,1.8962346714199994,98453
2022-10-31,0 days 00:14:43.145819303,1.780600536181571,99493
2022-11-01,0 days 00:14:04.981548917,1.8558284692974945,106823
2022-11-02,0 days 00:14:38.400019828,1.8748490576486994,121039
2022-11-03,0 days 00:14:46.172989743,1.864834771007147,120221
2022-11-04,0 days 00:15:52.422958775,1.860653833707113,122402
2022-11-05,0 days 00:20:20.075729360,1.9909839819806132,125658
2022-11-06,0 days 00:20:06.213595239,1.8977507790278347,106552
2022-11-07,0 days 00:15:56.756056869,1.848672873798122,110288
2022-11-08,0 days 00:14:43.135644121,1.777384937155816,99562
2022-11-09,0 days 00:14:44.379947927,1.7971689093197123,98324
2022-11-10,0 days 00:15:01.932230375,1.8509172931933207,112425
2022-11-11,0 days 00:15:30.006976949,1.7465376055940751,56615
2022-11-12,0 days 00:19:36.801083419,1.9566337912416318,117406
2022-11-13,0 days 00:15:59.749565290,1.7641534096700502,71312
2022-11-14,0 days 00:13:02.825604137,1.6945624292822046,76183
2022-11-15,0 days 00:14:27.803640915,1.6998477781472203,66302
2022-11-16,0 days 00:13:15.246830582,1.7209338584884977,79431
2022-11-17,0 days 00:13:07.759172410,1.7158579302472683,80813
2022-11-18,0 days 00:13:30.847254834,1.6693404512043082,75806
2022-11-19,0 days 00:15:01.217627129,1.7078334713101262,61394
2022-11-20,0 days 00:13:40.558438205,1.6600009159305007,46485
2022-11-21,0 days 00:13:00.255596136,1.6799955389620513,61605
2022-11-22,0 days 00:13:51.101753053,1.7543174205927163,76381
2022-11-23,0 days 00:14:37.137148773,1.7546220397198895,76304
2022-11-24,0 days 00:19:40.344727531,1.7721591261696983,39289
2022-11-25,0 days 00:14:56.891927578,1.7459087043407404,44683
2022-11-26,0 days 00:18:02.414672115,1.8569503119767186,61668
2022-11-27,0 days 00:13:36.013607913,1.7016626103118226,35788
2022-11-28,0 days 00:13:12.837726578,1.7668092809680322,75305
2022-11-29,0 days 00:12:25.448048187,1.7387634736961644,77697
2022-11-30,0 days 00:11:34.249645037,1.7254511309339138,56344
